Split,Week,Player,Position,Team,Opponent,Result,Points,Team_Points,Team_ELO,Opp_ELO,ELO_Diff,Probability,Region,GameTime
7,57,FLAME,Top,FLY,CLG,1,20.13,20,925.555,1038.45,-112.899169921875,0.34301210305860563,NA,2400
7,57,FLAME,Top,FLY,GGS,1,21.07,18,925.555,928.603,-3.0479736328125,0.4956137258675233,NA,1588
7,57,JAYJ,Support,FLY,GGS,1,8.79,18,925.555,928.603,-3.0479736328125,0.4956137258675233,NA,1588
7,57,JAYJ,Support,FLY,CLG,1,24.39,20,925.555,1038.45,-112.899169921875,0.34301210305860563,NA,2400
7,57,KEANE,Mid,FLY,GGS,1,25.42,18,925.555,928.603,-3.0479736328125,0.4956137258675233,NA,1588
7,57,KEANE,Mid,FLY,CLG,1,20.56,20,925.555,1038.45,-112.899169921875,0.34301210305860563,NA,2400
7,57,SANTORIN,Jungler,FLY,GGS,1,16.2,18,925.555,928.603,-3.0479736328125,0.4956137258675233,NA,1588
7,57,SANTORIN,Jungler,FLY,CLG,1,31.88,20,925.555,1038.45,-112.899169921875,0.34301210305860563,NA,2400
7,57,WILDTURTLE,AD Carry,FLY,CLG,1,23.0,20,925.555,1038.45,-112.899169921875,0.34301210305860563,NA,2400
7,57,WILDTURTLE,AD Carry,FLY,GGS,1,17.47,18,925.555,928.603,-3.0479736328125,0.4956137258675233,NA,1588
7,57,BROXAH,Jungler,FNC,GIA,1,13.0,20,1233.25,921.989,311.256591796875,0.8571401022257401,EU,1353
7,57,BROXAH,Jungler,FNC,G2 ,0,6.34,5,1233.25,1231.62,1.62890625,0.5023441673551731,EU,1441
7,57,BWIPO,Top,FNC,G2 ,0,1.02,5,1233.25,1231.62,1.62890625,0.5023441673551731,EU,1441
7,57,BWIPO,Top,FNC,GIA,1,15.71,20,1233.25,921.989,311.256591796875,0.8571401022257401,EU,1353
7,57,CAPS,Mid,FNC,G2 ,0,0.77,5,1233.25,1231.62,1.62890625,0.5023441673551731,EU,1441
7,57,CAPS,Mid,FNC,GIA,1,22.13,20,1233.25,921.989,311.256591796875,0.8571401022257401,EU,1353
7,57,HYLISSANG,Support,FNC,G2 ,0,-0.67,5,1233.25,1231.62,1.62890625,0.5023441673551731,EU,1441
7,57,HYLISSANG,Support,FNC,GIA,1,13.84,20,1233.25,921.989,311.256591796875,0.8571401022257401,EU,1353
7,57,SOAZ,Top,FNC,G2 ,0,4.89,5,1233.25,1231.62,1.62890625,0.5023441673551731,EU,1441
7,57,SOAZ,Top,FNC,GIA,1,13.35,20,1233.25,921.989,311.256591796875,0.8571401022257401,EU,1353
7,57,ALTEC,AD Carry,FOX,C9 ,1,41.96,16,1023.28,1059.85,-36.56634521484375,0.44757024106421917,NA,2237
7,57,ALTEC,AD Carry,FOX,TL ,0,10.32,0,1023.28,1059.18,-35.89324951171875,0.44852844615717813,NA,1334
7,57,DARDOCH,Jungler,FOX,TL ,0,4.88,0,1023.28,1059.18,-35.89324951171875,0.44852844615717813,NA,1334
7,57,DARDOCH,Jungler,FOX,C9 ,1,21.12,16,1023.28,1059.85,-36.56634521484375,0.44757024106421917,NA,2237
7,57,FENG,Support,FOX,TL ,0,3.67,0,1023.28,1059.18,-35.89324951171875,0.44852844615717813,NA,1334
7,57,FENG,Support,FOX,C9 ,1,25.73,16,1023.28,1059.85,-36.56634521484375,0.44757024106421917,NA,2237
7,57,FENIX,Mid,FOX,TL ,0,1.44,0,1023.28,1059.18,-35.89324951171875,0.44852844615717813,NA,1334
7,57,FENIX,Mid,FOX,C9 ,1,27.43,16,1023.28,1059.85,-36.56634521484375,0.44757024106421917,NA,2237
7,57,HUNI,Top,FOX,C9 ,1,21.4,16,1023.28,1059.85,-36.56634521484375,0.44757024106421917,NA,2237
7,57,HUNI,Top,FOX,TL ,0,8.92,0,1023.28,1059.18,-35.89324951171875,0.44852844615717813,NA,1334
7,57,HJARNAN,AD Carry,G2 ,FNC,1,28.97,14,1231.62,1233.25,-1.62890625,0.49765583264482693,EU,1441
7,57,HJARNAN,AD Carry,G2 ,UOL,1,18.36,16,1231.62,1043.95,187.6700439453125,0.7465537057056201,EU,1465
7,57,JANKOS,Jungler,G2 ,UOL,1,12.3,16,1231.62,1043.95,187.6700439453125,0.7465537057056201,EU,1465
7,57,JANKOS,Jungler,G2 ,FNC,1,27.04,14,1231.62,1233.25,-1.62890625,0.49765583264482693,EU,1441
7,57,PERKZ,Mid,G2 ,UOL,1,10.25,16,1231.62,1043.95,187.6700439453125,0.7465537057056201,EU,1465
7,57,PERKZ,Mid,G2 ,FNC,1,31.74,14,1231.62,1233.25,-1.62890625,0.49765583264482693,EU,1441
7,57,WADID,Support,G2 ,FNC,1,30.18,14,1231.62,1233.25,-1.62890625,0.49765583264482693,EU,1441
7,57,WADID,Support,G2 ,UOL,1,9.41,16,1231.62,1043.95,187.6700439453125,0.7465537057056201,EU,1465
7,57,WUNDER,Top,G2 ,FNC,1,16.49,14,1231.62,1233.25,-1.62890625,0.49765583264482693,EU,1441
7,57,WUNDER,Top,G2 ,UOL,1,11.62,16,1231.62,1043.95,187.6700439453125,0.7465537057056201,EU,1465
7,57,CONTRACTZ,Jungler,GGS,FLY,0,3.14,4,928.603,925.555,3.0479736328125,0.5043862741324767,NA,1588
7,57,CONTRACTZ,Jungler,GGS,TSM,0,6.47,8,928.603,1163.02,-234.4212646484375,0.20596238589953764,NA,2150
7,57,DEFTLY,AD Carry,GGS,TSM,0,4.31,8,928.603,1163.02,-234.4212646484375,0.20596238589953764,NA,2150
7,57,DEFTLY,AD Carry,GGS,FLY,0,9.93,4,928.603,925.555,3.0479736328125,0.5043862741324767,NA,1588
7,57,LOURLO,Top,GGS,TSM,0,7.51,8,928.603,1163.02,-234.4212646484375,0.20596238589953764,NA,2150
7,57,LOURLO,Top,GGS,FLY,0,4.11,4,928.603,925.555,3.0479736328125,0.5043862741324767,NA,1588
7,57,MATT,Support,GGS,FLY,0,7.1,4,928.603,925.555,3.0479736328125,0.5043862741324767,NA,1588
7,57,MATT,Support,GGS,TSM,0,2.43,8,928.603,1163.02,-234.4212646484375,0.20596238589953764,NA,2150
7,57,MICKEY,Mid,GGS,FLY,0,11.0,4,928.603,925.555,3.0479736328125,0.5043862741324767,NA,1588
7,57,MICKEY,Mid,GGS,TSM,0,4.27,8,928.603,1163.02,-234.4212646484375,0.20596238589953764,NA,2150
7,57,BETSY,Mid,GIA,ROC,0,11.37,8,921.989,990.033,-68.04388427734375,0.4033100323727874,EU,2194
7,57,BETSY,Mid,GIA,FNC,0,3.25,2,921.989,1233.25,-311.256591796875,0.1428598977742599,EU,1353
7,57,DJOKO,Jungler,GIA,ROC,0,6.54,8,921.989,990.033,-68.04388427734375,0.4033100323727874,EU,2194
7,57,DJOKO,Jungler,GIA,FNC,0,5.31,2,921.989,1233.25,-311.256591796875,0.1428598977742599,EU,1353
7,57,RUIN,Top,GIA,FNC,0,7.44,2,921.989,1233.25,-311.256591796875,0.1428598977742599,EU,1353
7,57,RUIN,Top,GIA,ROC,0,4.15,8,921.989,990.033,-68.04388427734375,0.4033100323727874,EU,2194
7,57,SIRNUKESALOT,Support,GIA,ROC,0,5.72,8,921.989,990.033,-68.04388427734375,0.4033100323727874,EU,2194
7,57,SIRNUKESALOT,Support,GIA,FNC,0,-1.38,2,921.989,1233.25,-311.256591796875,0.1428598977742599,EU,1353
7,57,STEEELBACK,AD Carry,GIA,ROC,0,15.6,8,921.989,990.033,-68.04388427734375,0.4033100323727874,EU,2194
7,57,STEEELBACK,AD Carry,GIA,FNC,0,3.38,2,921.989,1233.25,-311.256591796875,0.1428598977742599,EU,1353
7,57,PROMISQ,Support,H2K,MSF,0,0.11,2,1045.43,1089.18,-43.74609375,0.437374907120667,EU,2323
7,57,PROMISQ,Support,H2K,SPY,0,1.71,3,1045.43,1060.48,-15.0521240234375,0.47835179458035415,EU,2177
7,57,SELFIE,Mid,H2K,SPY,0,6.65,3,1045.43,1060.48,-15.0521240234375,0.47835179458035415,EU,2177
7,57,SELFIE,Mid,H2K,MSF,0,2.17,2,1045.43,1089.18,-43.74609375,0.437374907120667,EU,2323
7,57,SHERIFF,AD Carry,H2K,SPY,0,6.24,3,1045.43,1060.48,-15.0521240234375,0.47835179458035415,EU,2177
7,57,SHERIFF,AD Carry,H2K,MSF,0,0.8,2,1045.43,1089.18,-43.74609375,0.437374907120667,EU,2323
7,57,SHOOK,Jungler,H2K,SPY,0,3.4,3,1045.43,1060.48,-15.0521240234375,0.47835179458035415,EU,2177
7,57,SHOOK,Jungler,H2K,MSF,0,0.93,2,1045.43,1089.18,-43.74609375,0.437374907120667,EU,2323
7,57,SMITTYJ,Top,H2K,SPY,0,4.72,3,1045.43,1060.48,-15.0521240234375,0.47835179458035415,EU,2177
7,57,SMITTYJ,Top,H2K,MSF,0,0.85,2,1045.43,1089.18,-43.74609375,0.437374907120667,EU,2323
7,57,ALPHARI,Top,MSF,H2K,1,10.31,19,1089.18,1045.43,43.74609375,0.562625092879333,EU,2323
7,57,ALPHARI,Top,MSF,S04,1,24.23,22,1089.18,998.88,90.29876708984375,0.6271013462896632,EU,1997
7,57,HANS SAMA,AD Carry,MSF,H2K,1,17.17,19,1089.18,1045.43,43.74609375,0.562625092879333,EU,2323
7,57,HANS SAMA,AD Carry,MSF,S04,1,29.7,22,1089.18,998.88,90.29876708984375,0.6271013462896632,EU,1997
7,57,MAXLORE,Jungler,MSF,H2K,1,22.35,19,1089.18,1045.43,43.74609375,0.562625092879333,EU,2323
7,57,MAXLORE,Jungler,MSF,S04,1,17.31,22,1089.18,998.88,90.29876708984375,0.6271013462896632,EU,1997
7,57,MIKYX,Support,MSF,H2K,1,17.12,19,1089.18,1045.43,43.74609375,0.562625092879333,EU,2323
7,57,MIKYX,Support,MSF,S04,1,26.81,22,1089.18,998.88,90.29876708984375,0.6271013462896632,EU,1997
7,57,SENCUX,Mid,MSF,S04,1,21.69,22,1089.18,998.88,90.29876708984375,0.6271013462896632,EU,1997
7,57,SENCUX,Mid,MSF,H2K,1,17.18,19,1089.18,1045.43,43.74609375,0.562625092879333,EU,2323
7,57,ALLORIM,Top,OPT,100,0,2.6,2,940.363,1087.26,-146.893798828125,0.3003590508272066,NA,1897
7,57,ALLORIM,Top,OPT,CLG,0,1.25,0,940.363,1038.45,-98.0919189453125,0.36246934065160236,NA,2012
7,57,ARROW,AD Carry,OPT,100,0,1.43,2,940.363,1087.26,-146.893798828125,0.3003590508272066,NA,1897
7,57,ARROW,AD Carry,OPT,CLG,0,6.75,0,940.363,1038.45,-98.0919189453125,0.36246934065160236,NA,2012
7,57,BIG,Support,OPT,CLG,0,2.26,0,940.363,1038.45,-98.0919189453125,0.36246934065160236,NA,2012
7,57,BIG,Support,OPT,100,0,-1.03,2,940.363,1087.26,-146.893798828125,0.3003590508272066,NA,1897
7,57,GATE,Support,OPT,100,0,-0.86,2,940.363,1087.26,-146.893798828125,0.3003590508272066,NA,1897
7,57,GATE,Support,OPT,CLG,0,5.12,0,940.363,1038.45,-98.0919189453125,0.36246934065160236,NA,2012
7,57,POWEROFEVIL,Mid,OPT,100,0,3.78,2,940.363,1087.26,-146.893798828125,0.3003590508272066,NA,1897
7,57,POWEROFEVIL,Mid,OPT,CLG,0,12.87,0,940.363,1038.45,-98.0919189453125,0.36246934065160236,NA,2012
7,57,BLANC,Mid,ROC,GIA,1,17.41,11,990.033,921.989,68.04388427734375,0.5966899676272125,EU,2194
7,57,BLANC,Mid,ROC,SPY,0,8.13,14,990.033,1060.48,-70.45184326171875,0.39997880769207383,EU,2635
7,57,HEAQ,AD Carry,ROC,GIA,1,14.87,11,990.033,921.989,68.04388427734375,0.5966899676272125,EU,2194
7,57,HEAQ,AD Carry,ROC,SPY,0,8.29,14,990.033,1060.48,-70.45184326171875,0.39997880769207383,EU,2635
7,57,MEMENTO,Jungler,ROC,GIA,1,21.47,11,990.033,921.989,68.04388427734375,0.5966899676272125,EU,2194
7,57,MEMENTO,Jungler,ROC,SPY,0,4.59,14,990.033,1060.48,-70.45184326171875,0.39997880769207383,EU,2635
7,57,NORSKEREN,Support,ROC,SPY,0,6.9,14,990.033,1060.48,-70.45184326171875,0.39997880769207383,EU,2635
7,57,NORSKEREN,Support,ROC,GIA,1,13.69,11,990.033,921.989,68.04388427734375,0.5966899676272125,EU,2194
7,57,PROFIT,Top,ROC,GIA,1,17.89,11,990.033,921.989,68.04388427734375,0.5966899676272125,EU,2194
7,57,PROFIT,Top,ROC,SPY,0,8.36,14,990.033,1060.48,-70.45184326171875,0.39997880769207383,EU,2635
7,57,AMAZING,Jungler,S04,VIT,0,0.85,1,998.88,1029.34,-30.46014404296875,0.4562762956179151,EU,1817
7,57,AMAZING,Jungler,S04,MSF,0,2.57,0,998.88,1089.18,-90.29876708984375,0.37289865371033676,EU,1997
7,57,NUKEDUCK,Mid,S04,MSF,0,2.06,0,998.88,1089.18,-90.29876708984375,0.37289865371033676,EU,1997
7,57,NUKEDUCK,Mid,S04,VIT,0,3.76,1,998.88,1029.34,-30.46014404296875,0.4562762956179151,EU,1817
7,57,UPSET,AD Carry,S04,MSF,0,7.8,0,998.88,1089.18,-90.29876708984375,0.37289865371033676,EU,1997
7,57,UPSET,AD Carry,S04,VIT,0,11.98,1,998.88,1029.34,-30.46014404296875,0.4562762956179151,EU,1817
7,57,VANDER,Support,S04,VIT,0,5.61,1,998.88,1029.34,-30.46014404296875,0.4562762956179151,EU,1817
7,57,VANDER,Support,S04,MSF,0,4.24,0,998.88,1089.18,-90.29876708984375,0.37289865371033676,EU,1997
7,57,VIZICSACSI,Top,S04,VIT,0,6.64,1,998.88,1029.34,-30.46014404296875,0.4562762956179151,EU,1817
7,57,VIZICSACSI,Top,S04,MSF,0,4.72,0,998.88,1089.18,-90.29876708984375,0.37289865371033676,EU,1997
7,57,KASING,Support,SPY,H2K,1,14.26,20,1060.48,1045.43,15.0521240234375,0.5216482054196457,EU,2177
7,57,KASING,Support,SPY,ROC,1,17.31,18,1060.48,990.033,70.45184326171875,0.6000211923079262,EU,2635
7,57,KOBBE,AD Carry,SPY,H2K,1,18.98,20,1060.48,1045.43,15.0521240234375,0.5216482054196457,EU,2177
7,57,KOBBE,AD Carry,SPY,ROC,1,32.69,18,1060.48,990.033,70.45184326171875,0.6000211923079262,EU,2635
7,57,NISQY,Mid,SPY,ROC,1,21.85,18,1060.48,990.033,70.45184326171875,0.6000211923079262,EU,2635
7,57,NISQY,Mid,SPY,H2K,1,24.73,20,1060.48,1045.43,15.0521240234375,0.5216482054196457,EU,2177
7,57,ODOAMNE,Top,SPY,H2K,1,17.82,20,1060.48,1045.43,15.0521240234375,0.5216482054196457,EU,2177
7,57,ODOAMNE,Top,SPY,ROC,1,31.06,18,1060.48,990.033,70.45184326171875,0.6000211923079262,EU,2635
7,57,XERXE,Jungler,SPY,ROC,1,29.12,18,1060.48,990.033,70.45184326171875,0.6000211923079262,EU,2635
7,57,XERXE,Jungler,SPY,H2K,1,18.5,20,1060.48,1045.43,15.0521240234375,0.5216482054196457,EU,2177
7,57,DOUBLELIFT,AD Carry,TL ,FOX,1,41.66,18,1059.18,1023.28,35.89324951171875,0.5514715538428219,NA,1334
7,57,DOUBLELIFT,AD Carry,TL ,CG ,0,3.57,4,1059.18,1069.76,-10.5806884765625,0.48477787078361567,NA,1922
7,57,IMPACT,Top,TL ,FOX,1,33.82,18,1059.18,1023.28,35.89324951171875,0.5514715538428219,NA,1334
7,57,IMPACT,Top,TL ,CG ,0,8.81,4,1059.18,1069.76,-10.5806884765625,0.48477787078361567,NA,1922
7,57,OLLEH,Support,TL ,FOX,1,33.59,18,1059.18,1023.28,35.89324951171875,0.5514715538428219,NA,1334
7,57,OLLEH,Support,TL ,CG ,0,2.78,4,1059.18,1069.76,-10.5806884765625,0.48477787078361567,NA,1922
7,57,POBELTER,Mid,TL ,FOX,1,38.16,18,1059.18,1023.28,35.89324951171875,0.5514715538428219,NA,1334
7,57,POBELTER,Mid,TL ,CG ,0,4.57,4,1059.18,1069.76,-10.5806884765625,0.48477787078361567,NA,1922
7,57,XMITHIE,Jungler,TL ,CG ,0,6.69,4,1059.18,1069.76,-10.5806884765625,0.48477787078361567,NA,1922
7,57,XMITHIE,Jungler,TL ,FOX,1,21.52,18,1059.18,1023.28,35.89324951171875,0.5514715538428219,NA,1334
7,57,BJERGSEN,Mid,TSM,GGS,1,11.05,18,1163.02,928.603,234.4212646484375,0.7940376141004624,NA,2150
7,57,BJERGSEN,Mid,TSM,C9 ,1,22.46,17,1163.02,1059.85,103.1761474609375,0.6442662805231917,NA,2469
7,57,GRIG,Jungler,TSM,GGS,1,13.5,18,1163.02,928.603,234.4212646484375,0.7940376141004624,NA,2150
7,57,GRIG,Jungler,TSM,C9 ,1,14.14,17,1163.02,1059.85,103.1761474609375,0.6442662805231917,NA,2469
7,57,HAUNTZER,Top,TSM,GGS,1,12.52,18,1163.02,928.603,234.4212646484375,0.7940376141004624,NA,2150
7,57,HAUNTZER,Top,TSM,C9 ,1,19.86,17,1163.02,1059.85,103.1761474609375,0.6442662805231917,NA,2469
7,57,MITHY,Support,TSM,GGS,1,19.42,18,1163.02,928.603,234.4212646484375,0.7940376141004624,NA,2150
7,57,MITHY,Support,TSM,C9 ,1,18.85,17,1163.02,1059.85,103.1761474609375,0.6442662805231917,NA,2469
7,57,ZVEN,AD Carry,TSM,C9 ,1,29.7,17,1163.02,1059.85,103.1761474609375,0.6442662805231917,NA,2469
7,57,ZVEN,AD Carry,TSM,GGS,1,22.07,18,1163.02,928.603,234.4212646484375,0.7940376141004624,NA,2150
7,57,EXILEH,Mid,UOL,G2 ,0,-0.06,4,1043.95,1231.62,-187.6700439453125,0.25344629429438,EU,1465
7,57,EXILEH,Mid,UOL,VIT,0,2.91,1,1043.95,1029.34,14.6065673828125,0.5210081646779973,EU,1488
7,57,KOLD,Jungler,UOL,G2 ,0,1.19,4,1043.95,1231.62,-187.6700439453125,0.25344629429438,EU,1465
7,57,KOLD,Jungler,UOL,VIT,0,1.81,1,1043.95,1029.34,14.6065673828125,0.5210081646779973,EU,1488
7,57,SAMUX,AD Carry,UOL,G2 ,0,5.94,4,1043.95,1231.62,-187.6700439453125,0.25344629429438,EU,1465
7,57,SAMUX,AD Carry,UOL,VIT,0,0.7,1,1043.95,1029.34,14.6065673828125,0.5210081646779973,EU,1488
7,57,TOTORO,Support,UOL,VIT,0,-0.17,1,1043.95,1029.34,14.6065673828125,0.5210081646779973,EU,1488
7,57,TOTORO,Support,UOL,G2 ,0,2.02,4,1043.95,1231.62,-187.6700439453125,0.25344629429438,EU,1465
7,57,WHITEKNIGHT,Top,UOL,G2 ,0,3.82,4,1043.95,1231.62,-187.6700439453125,0.25344629429438,EU,1465
7,57,WHITEKNIGHT,Top,UOL,VIT,0,2.49,1,1043.95,1029.34,14.6065673828125,0.5210081646779973,EU,1488
7,57,ATTILA,AD Carry,VIT,UOL,1,26.63,19,1029.34,1043.95,-14.6065673828125,0.4789918353220026,EU,1488
7,57,ATTILA,AD Carry,VIT,S04,1,22.85,19,1029.34,998.88,30.46014404296875,0.5437237043820848,EU,1817
7,57,CABOCHARD,Top,VIT,UOL,1,23.96,19,1029.34,1043.95,-14.6065673828125,0.4789918353220026,EU,1488
7,57,CABOCHARD,Top,VIT,S04,1,26.93,19,1029.34,998.88,30.46014404296875,0.5437237043820848,EU,1817
7,57,GILIUS,Jungler,VIT,UOL,1,20.23,19,1029.34,1043.95,-14.6065673828125,0.4789918353220026,EU,1488
7,57,GILIUS,Jungler,VIT,S04,1,22.42,19,1029.34,998.88,30.46014404296875,0.5437237043820848,EU,1817
7,57,JACTROLL,Support,VIT,UOL,1,23.0,19,1029.34,1043.95,-14.6065673828125,0.4789918353220026,EU,1488
7,57,JACTROLL,Support,VIT,S04,1,18.42,19,1029.34,998.88,30.46014404296875,0.5437237043820848,EU,1817
7,57,JIIZUKE,Mid,VIT,UOL,1,30.63,19,1029.34,1043.95,-14.6065673828125,0.4789918353220026,EU,1488
7,57,JIIZUKE,Mid,VIT,S04,1,21.34,19,1029.34,998.88,30.46014404296875,0.5437237043820848,EU,1817
7,58,ANDA,Jungler,100,TSM,1,22.81,16,1112.06,1181.0,-68.9361572265625,0.40207458400489077,NA,2174
7,58,ANDA,Jungler,100,GGS,0,5.58,2,1112.06,905.872,206.19049072265625,0.7661911670425593,NA,1513
7,58,APHROMOO,Support,100,GGS,0,0.11,2,1112.06,905.872,206.19049072265625,0.7661911670425593,NA,1513
7,58,APHROMOO,Support,100,TSM,1,16.82,16,1112.06,1181.0,-68.9361572265625,0.40207458400489077,NA,2174
7,58,CODY SUN,AD Carry,100,GGS,0,1.59,2,1112.06,905.872,206.19049072265625,0.7661911670425593,NA,1513
7,58,CODY SUN,AD Carry,100,TSM,1,28.91,16,1112.06,1181.0,-68.9361572265625,0.40207458400489077,NA,2174
7,58,RYU,Mid,100,GGS,0,2.85,2,1112.06,905.872,206.19049072265625,0.7661911670425593,NA,1513
7,58,RYU,Mid,100,TSM,1,28.43,16,1112.06,1181.0,-68.9361572265625,0.40207458400489077,NA,2174
7,58,SSUMDAY,Top,100,TSM,1,24.74,16,1112.06,1181.0,-68.9361572265625,0.40207458400489077,NA,2174
7,58,SSUMDAY,Top,100,GGS,0,7.26,2,1112.06,905.872,206.19049072265625,0.7661911670425593,NA,1513
7,58,JENSEN,Mid,C9 ,CLG,0,19.86,10,1030.79,1029.03,1.7572021484375,0.5025287956083526,NA,2904
7,58,JENSEN,Mid,C9 ,FLY,1,27.15,18,1030.79,962.719,68.06781005859375,0.5967231115418833,NA,1848
7,58,LICORICE,Top,C9 ,CLG,0,16.19,10,1030.79,1029.03,1.7572021484375,0.5025287956083526,NA,2904
7,58,LICORICE,Top,C9 ,FLY,1,24.49,18,1030.79,962.719,68.06781005859375,0.5967231115418833,NA,1848
7,58,SNEAKY,AD Carry,C9 ,FLY,1,17.55,18,1030.79,962.719,68.06781005859375,0.5967231115418833,NA,1848
7,58,SNEAKY,AD Carry,C9 ,CLG,0,25.66,10,1030.79,1029.03,1.7572021484375,0.5025287956083526,NA,2904
7,58,SVENSKEREN,Jungler,C9 ,FLY,1,25.18,18,1030.79,962.719,68.06781005859375,0.5967231115418833,NA,1848
7,58,SVENSKEREN,Jungler,C9 ,CLG,0,10.69,10,1030.79,1029.03,1.7572021484375,0.5025287956083526,NA,2904
7,58,ZEYZAL,Support,C9 ,CLG,0,13.84,10,1030.79,1029.03,1.7572021484375,0.5025287956083526,NA,2904
7,58,ZEYZAL,Support,C9 ,FLY,1,20.66,18,1030.79,962.719,68.06781005859375,0.5967231115418833,NA,1848
7,58,APOLLO,AD Carry,CG ,OPT,1,18.3,17,1070.07,919.152,150.92205810546875,0.7044911956902719,NA,2984
7,58,APOLLO,AD Carry,CG ,GGS,0,11.08,7,1070.07,905.872,164.20196533203125,0.7201533687745441,NA,2587
7,58,FEBIVEN,Mid,CG ,GGS,0,17.2,7,1070.07,905.872,164.20196533203125,0.7201533687745441,NA,2587
7,58,FEBIVEN,Mid,CG ,OPT,1,15.1,17,1070.07,919.152,150.92205810546875,0.7044911956902719,NA,2984
7,58,HAKUHO,Support,CG ,OPT,1,7.96,17,1070.07,919.152,150.92205810546875,0.7044911956902719,NA,2984
7,58,HAKUHO,Support,CG ,GGS,0,12.29,7,1070.07,905.872,164.20196533203125,0.7201533687745441,NA,2587
7,58,LIRA,Jungler,CG ,GGS,0,14.2,7,1070.07,905.872,164.20196533203125,0.7201533687745441,NA,2587
7,58,LIRA,Jungler,CG ,OPT,1,8.97,17,1070.07,919.152,150.92205810546875,0.7044911956902719,NA,2984
7,58,SOLO,Top,CG ,OPT,1,14.17,17,1070.07,919.152,150.92205810546875,0.7044911956902719,NA,2984
7,58,SOLO,Top,CG ,GGS,0,11.67,7,1070.07,905.872,164.20196533203125,0.7201533687745441,NA,2587
7,58,BIOFROST,Support,CLG,C9 ,1,30.37,24,1029.03,1030.79,-1.7572021484375,0.4974712043916475,NA,2904
7,58,BIOFROST,Support,CLG,FOX,1,28.28,21,1029.03,1026.61,2.4229736328125,0.5034868828267894,NA,2184
7,58,DARSHAN,Top,CLG,FOX,1,35.5,21,1029.03,1026.61,2.4229736328125,0.5034868828267894,NA,2184
7,58,DARSHAN,Top,CLG,C9 ,1,17.13,24,1029.03,1030.79,-1.7572021484375,0.4974712043916475,NA,2904
7,58,HUHI,Mid,CLG,C9 ,1,34.92,24,1029.03,1030.79,-1.7572021484375,0.4974712043916475,NA,2904
7,58,HUHI,Mid,CLG,FOX,1,21.67,21,1029.03,1026.61,2.4229736328125,0.5034868828267894,NA,2184
7,58,REIGNOVER,Jungler,CLG,FOX,1,38.02,21,1029.03,1026.61,2.4229736328125,0.5034868828267894,NA,2184
7,58,REIGNOVER,Jungler,CLG,C9 ,1,30.53,24,1029.03,1030.79,-1.7572021484375,0.4974712043916475,NA,2904
7,58,STIXXAY,AD Carry,CLG,C9 ,1,41.93,24,1029.03,1030.79,-1.7572021484375,0.4974712043916475,NA,2904
7,58,STIXXAY,AD Carry,CLG,FOX,1,25.54,21,1029.03,1026.61,2.4229736328125,0.5034868828267894,NA,2184
7,58,FLAME,Top,FLY,TL ,1,14.52,20,962.719,1058.02,-95.29595947265625,0.36619679143255296,NA,1428
7,58,FLAME,Top,FLY,C9 ,0,2.94,5,962.719,1030.79,-68.06781005859375,0.40327688845811677,NA,1848
7,58,JAYJ,Support,FLY,TL ,1,23.42,20,962.719,1058.02,-95.29595947265625,0.36619679143255296,NA,1428
7,58,JAYJ,Support,FLY,C9 ,0,4.0,5,962.719,1030.79,-68.06781005859375,0.40327688845811677,NA,1848
7,58,KEANE,Mid,FLY,C9 ,0,4.95,5,962.719,1030.79,-68.06781005859375,0.40327688845811677,NA,1848
7,58,KEANE,Mid,FLY,TL ,1,21.17,20,962.719,1058.02,-95.29595947265625,0.36619679143255296,NA,1428
7,58,SANTORIN,Jungler,FLY,C9 ,0,3.59,5,962.719,1030.79,-68.06781005859375,0.40327688845811677,NA,1848
7,58,SANTORIN,Jungler,FLY,TL ,1,20.15,20,962.719,1058.02,-95.29595947265625,0.36619679143255296,NA,1428
7,58,WILDTURTLE,AD Carry,FLY,C9 ,0,7.4,5,962.719,1030.79,-68.06781005859375,0.40327688845811677,NA,1848
7,58,WILDTURTLE,AD Carry,FLY,TL ,1,26.95,20,962.719,1058.02,-95.29595947265625,0.36619679143255296,NA,1428
7,58,BROXAH,Jungler,FNC,ROC,1,19.6,21,1221.74,990.14,231.6025390625,0.7913713393623244,EU,1641
7,58,BROXAH,Jungler,FNC,SPY,0,7.59,6,1221.74,1088.59,133.1507568359375,0.6827583858705895,EU,1939
7,58,BWIPO,Top,FNC,ROC,1,15.15,21,1221.74,990.14,231.6025390625,0.7913713393623244,EU,1641
7,58,BWIPO,Top,FNC,SPY,0,5.63,6,1221.74,1088.59,133.1507568359375,0.6827583858705895,EU,1939
7,58,CAPS,Mid,FNC,ROC,1,15.5,21,1221.74,990.14,231.6025390625,0.7913713393623244,EU,1641
7,58,CAPS,Mid,FNC,SPY,0,6.37,6,1221.74,1088.59,133.1507568359375,0.6827583858705895,EU,1939
7,58,HYLISSANG,Support,FNC,SPY,0,6.04,6,1221.74,1088.59,133.1507568359375,0.6827583858705895,EU,1939
7,58,HYLISSANG,Support,FNC,ROC,1,13.45,21,1221.74,990.14,231.6025390625,0.7913713393623244,EU,1641
7,58,SOAZ,Top,FNC,SPY,0,6.55,6,1221.74,1088.59,133.1507568359375,0.6827583858705895,EU,1939
7,58,SOAZ,Top,FNC,ROC,1,10.72,21,1221.74,990.14,231.6025390625,0.7913713393623244,EU,1641
